[0m[ INFO] [1430112062.547265793]: Creating Publisher and Subscriber[0m
-0.112438, -0.143125, 0.60504, -0.278949, 0.878722, 0.0526887, 0.383745
-0.112407, -0.143146, 0.605206, -0.277938, 0.879444, 0.052601, 0.382835
-0.112369, -0.143057, 0.604819, -0.278129, 0.879111, 0.0525909, 0.38346
-0.112542, -0.143225, 0.605655, -0.278003, 0.879279, 0.0521341, 0.383229
-0.112484, -0.143152, 0.605122, -0.277553, 0.879316, 0.0524649, 0.383426
-0.112473, -0.143068, 0.604942, -0.278811, 0.879177, 0.0524417, 0.382834
-0.112409, -0.143064, 0.604735, -0.27809, 0.879135, 0.0524519, 0.383453
-0.112547, -0.143133, 0.605305, -0.278887, 0.879319, 0.0524065, 0.382458
-0.112494, -0.143173, 0.60532, -0.278429, 0.878848, 0.0519901, 0.383929
-0.112762, -0.143373, 0.606366, -0.276305, 0.879194, 0.0523408, 0.384621
-0.112726, -0.143383, 0.606265, -0.276271, 0.87915, 0.0511955, 0.384899
-0.11252, -0.143187, 0.605599, -0.278349, 0.87837, 0.0519028, 0.385091
-0.112801, -0.143374, 0.60638, -0.27611, 0.878832, 0.0517537, 0.385666
-0.112636, -0.143216, 0.605816, -0.276636, 0.878553, 0.0515692, 0.38595
-0.112258, -0.143128, 0.605238, -0.279407, 0.877634, 0.0535166, 0.38578
-0.112024, -0.142884, 0.604552, -0.280737, 0.876755, 0.0530374, 0.386878
-0.112793, -0.143536, 0.606349, -0.27885, 0.877345, 0.0528757, 0.386927
-0.112712, -0.143081, 0.604344, -0.280509, 0.876509, 0.0531687, 0.387582
-0.112896, -0.142992, 0.605064, -0.280425, 0.877118, 0.0523635, 0.386373
-0.112782, -0.142822, 0.604004, -0.279357, 0.877042, 0.0525125, 0.387298
-0.112788, -0.143153, 0.604638, -0.279507, 0.877161, 0.052292, 0.38695
-0.112503, -0.142851, 0.604354, -0.280731, 0.876657, 0.0533157, 0.387067
-0.113031, -0.142987, 0.607189, -0.281857, 0.877636, 0.0541971, 0.383894
-0.112779, -0.142303, 0.605543, -0.28148, 0.877074, 0.053411, 0.385562
-0.112899, -0.142697, 0.603325, -0.282842, 0.874669, 0.0533913, 0.390005
-0.112973, -0.142369, 0.60194, -0.287184, 0.873564, 0.049774, 0.389787
-0.113521, -0.141305, 0.60146, -0.304844, 0.867715, 0.0427813, 0.39027
-0.113526, -0.14092, 0.599956, -0.313876, 0.863881, 0.0400613, 0.391901
-0.112375, -0.138492, 0.594224, -0.34283, 0.851916, 0.0351694, 0.394298
-0.111513, -0.137507, 0.591816, -0.354215, 0.84672, 0.0362945, 0.395323
-0.109677, -0.136302, 0.597207, -0.371868, 0.839311, 0.0439102, 0.394137
-0.108562, -0.13556, 0.59771, -0.380349, 0.835703, 0.0519052, 0.392736
-0.105564, -0.134384, 0.59889, -0.391793, 0.831386, 0.0737505, 0.387114
-0.104215, -0.134409, 0.601616, -0.394043, 0.830971, 0.0894788, 0.382375
-0.100112, -0.132549, 0.59911, -0.404232, 0.828873, 0.11468, 0.369343
-0.0985435, -0.131582, 0.597959, -0.399756, 0.83059, 0.130064, 0.365238
-0.095743, -0.131356, 0.597971, -0.392585, 0.835263, 0.155285, 0.352276
-0.094732, -0.13184, 0.60067, -0.383302, 0.840185, 0.168773, 0.344506
-0.0923675, -0.132572, 0.602932, -0.360599, 0.849026, 0.196391, 0.332498
-0.0917034, -0.133082, 0.605079, -0.344934, 0.854637, 0.208271, 0.327475
-0.0906792, -0.134871, 0.608977, -0.312238, 0.865387, 0.226846, 0.319615
-0.0905819, -0.135895, 0.611817, -0.294689, 0.871006, 0.233307, 0.316346
