-0.152739, -0.122246, 0.628319, -0.31242, 0.827237, -0.165199, 0.436785
-0.151677, -0.12327, 0.629317, -0.308152, 0.832181, -0.152937, 0.434889
-0.150186, -0.124653, 0.630562, -0.303189, 0.838501, -0.137001, 0.431536
-0.148665, -0.126554, 0.633994, -0.294928, 0.847563, -0.116607, 0.425508
-0.146608, -0.12839, 0.636849, -0.285578, 0.856074, -0.0946972, 0.420256
-0.144226, -0.130092, 0.639793, -0.274732, 0.864487, -0.0673936, 0.415502
-0.141465, -0.131719, 0.643402, -0.264823, 0.874466, -0.0399546, 0.404452
-0.138282, -0.13296, 0.645878, -0.249722, 0.882675, -0.00992687, 0.398027
-0.135345, -0.134013, 0.649614, -0.237001, 0.889619, 0.0203423, 0.389864
-0.13221, -0.134542, 0.652166, -0.230928, 0.89449, 0.0474826, 0.379875
-0.12905, -0.134898, 0.654931, -0.221548, 0.89891, 0.0763468, 0.370202
-0.126227, -0.135275, 0.658999, -0.205029, 0.904697, 0.104438, 0.358579
-0.123028, -0.134664, 0.659847, -0.20123, 0.905789, 0.129927, 0.349532
-0.120553, -0.134538, 0.663222, -0.184463, 0.908955, 0.153576, 0.340863
-0.118323, -0.134065, 0.665682, -0.173084, 0.910209, 0.173728, 0.333736
-0.116374, -0.13353, 0.667995, -0.164403, 0.911292, 0.192048, 0.325017
-0.114526, -0.132809, 0.668991, -0.158536, 0.910818, 0.207869, 0.319479
-0.113258, -0.132377, 0.670262, -0.154144, 0.910875, 0.220769, 0.312743
-0.112872, -0.13221, 0.670765, -0.155883, 0.910437, 0.224216, 0.310697
-0.113297, -0.132363, 0.669741, -0.154228, 0.910275, 0.220582, 0.314575
-0.114585, -0.132849, 0.668794, -0.163645, 0.909526, 0.20759, 0.320765
-0.11653, -0.133531, 0.666782, -0.168887, 0.909729, 0.191051, 0.327672
-0.119157, -0.134147, 0.664693, -0.17972, 0.908733, 0.16795, 0.33719
-0.122, -0.134563, 0.661415, -0.193276, 0.906188, 0.140156, 0.349034
-0.125051, -0.134833, 0.658041, -0.202656, 0.9034, 0.112498, 0.360754
-0.128305, -0.134799, 0.65498, -0.216345, 0.899328, 0.0832529, 0.370773
-0.131496, -0.134369, 0.65116, -0.232886, 0.89371, 0.0518821, 0.379939
-0.135138, -0.133823, 0.648769, -0.240371, 0.888802, 0.0214781, 0.389605
-0.138326, -0.13269, 0.644658, -0.252326, 0.881329, -0.0109787, 0.399337
-0.140715, -0.130781, 0.638851, -0.268586, 0.869794, -0.0409555, 0.411877
-0.144439, -0.129488, 0.637579, -0.27647, 0.861852, -0.0730894, 0.418848
-0.146613, -0.1272, 0.632766, -0.291351, 0.851578, -0.0997175, 0.424248
-0.149042, -0.125039, 0.629459, -0.302007, 0.840738, -0.126355, 0.43126
-0.151455, -0.123249, 0.628374, -0.309097, 0.832071, -0.150366, 0.435324
-0.153064, -0.12144, 0.626389, -0.316036, 0.823755, -0.171002, 0.438529
-0.153506, -0.119732, 0.622566, -0.320491, 0.816796, -0.183533, 0.443221
-0.154165, -0.119549, 0.623787, -0.322987, 0.814643, -0.188569, 0.443259
-0.153419, -0.120008, 0.623938, -0.321977, 0.817356, -0.183574, 0.44109
-0.152419, -0.121355, 0.625555, -0.315739, 0.823624, -0.169268, 0.43966
