-0.13955, -0.139743, 0.672985, -0.0698875, 0.921746, 0.0603742, 0.376635
-0.139476, -0.139687, 0.67302, -0.0698707, 0.921647, 0.0612477, 0.376741
-0.13946, -0.139483, 0.672691, -0.0677985, 0.921833, 0.0610729, 0.376693
-0.139376, -0.13937, 0.672003, -0.0666997, 0.921274, 0.0610546, 0.378255
-0.139416, -0.139605, 0.672787, -0.0682213, 0.921765, 0.0614428, 0.376722
-0.139216, -0.139613, 0.672711, -0.0697755, 0.921563, 0.0618903, 0.376859
-0.13884, -0.139422, 0.672635, -0.0668652, 0.921808, 0.0634369, 0.37653
-0.138095, -0.13927, 0.672461, -0.0608645, 0.921845, 0.068575, 0.376557
-0.137522, -0.13954, 0.674638, -0.0635003, 0.922234, 0.0751735, 0.3739
-0.136643, -0.139438, 0.675562, -0.0581106, 0.922892, 0.080778, 0.37198
-0.135934, -0.139337, 0.676678, -0.0569717, 0.923151, 0.0882907, 0.369798
-0.135172, -0.139117, 0.677545, -0.0519462, 0.923061, 0.0951757, 0.369054
-0.134693, -0.139154, 0.678905, -0.0482338, 0.923416, 0.10088, 0.367151
-0.133979, -0.138765, 0.678355, -0.0426236, 0.923294, 0.105612, 0.366822
-0.133777, -0.13858, 0.679462, -0.0385468, 0.922866, 0.109121, 0.367321
-0.133808, -0.138403, 0.679852, -0.0281849, 0.92275, 0.110166, 0.368241
-0.134142, -0.138247, 0.680228, -0.0192188, 0.922144, 0.1098, 0.370439
-0.135065, -0.138556, 0.68249, -0.0161941, 0.923165, 0.106867, 0.368894
-0.135744, -0.138647, 0.68306, -0.00917009, 0.923348, 0.105315, 0.369126
-0.136633, -0.138711, 0.683984, -0.00471833, 0.92372, 0.100677, 0.369571
-0.137784, -0.138768, 0.68462, 0.0027697, 0.923717, 0.0956365, 0.370935
-0.139234, -0.138809, 0.685057, 0.00520434, 0.923326, 0.0876478, 0.373845
-0.140745, -0.13878, 0.684804, 0.0138778, 0.923116, 0.0784696, 0.376173
-0.142804, -0.139184, 0.685596, 0.0164495, 0.923586, 0.0672429, 0.377089
-0.144634, -0.139256, 0.685089, 0.0160537, 0.92335, 0.0544853, 0.379734
-0.146405, -0.139224, 0.683789, 0.0208579, 0.92193, 0.0414028, 0.384572
-0.148698, -0.13938, 0.684717, 0.0157242, 0.922753, 0.0284175, 0.384022
-0.150985, -0.139384, 0.684278, 0.017523, 0.922253, 0.0127515, 0.385979
-0.153684, -0.13977, 0.685473, 0.0135116, 0.922597, -0.00121554, 0.385527
-0.154983, -0.13912, 0.681443, 0.0187488, 0.921492, -0.0180952, 0.387523
-0.156896, -0.13869, 0.679683, 0.0137775, 0.921413, -0.0331887, 0.38692
-0.15917, -0.138628, 0.679141, 0.0105066, 0.920979, -0.0487613, 0.386406
-0.161049, -0.138192, 0.677072, 0.00718226, 0.91972, -0.0652485, 0.387047
-0.163036, -0.137944, 0.675954, -0.00239918, 0.918411, -0.0813982, 0.387156
-0.163931, -0.13685, 0.670767, -0.00245039, 0.915568, -0.0936146, 0.391107
-0.165743, -0.136612, 0.669912, -0.00762853, 0.914916, -0.106982, 0.389133
-0.16777, -0.136818, 0.671457, -0.0207147, 0.914144, -0.120531, 0.386502
-0.168329, -0.136249, 0.668271, -0.0270844, 0.911797, -0.129575, 0.38872
-0.169475, -0.136228, 0.668475, -0.0378662, 0.910721, -0.137814, 0.387506
-0.169581, -0.135427, 0.665176, -0.0499395, 0.90802, -0.145627, 0.389612
-0.169407, -0.134788, 0.661836, -0.0573617, 0.905719, -0.152791, 0.391201
-0.169172, -0.134415, 0.659769, -0.0730705, 0.902928, -0.156937, 0.393385
-0.168874, -0.134242, 0.658432, -0.0876638, 0.901009, -0.15863, 0.394124
-0.168574, -0.134162, 0.657816, -0.0970461, 0.899352, -0.159994, 0.395158
-0.16762, -0.133812, 0.655296, -0.101628, 0.898336, -0.158719, 0.396827
-0.166461, -0.133802, 0.653717, -0.114421, 0.895725, -0.155345, 0.400565
-0.165269, -0.133859, 0.653307, -0.126693, 0.894617, -0.14922, 0.401675
-0.164028, -0.133741, 0.651572, -0.135568, 0.892747, -0.145561, 0.404273
-0.162693, -0.133714, 0.650515, -0.146045, 0.891499, -0.140209, 0.405267
-0.161554, -0.133945, 0.650727, -0.147889, 0.892101, -0.13394, 0.405394
-0.160243, -0.13424, 0.650888, -0.158206, 0.891462, -0.126173, 0.405397
-0.158261, -0.134596, 0.650518, -0.160853, 0.892013, -0.114278, 0.406669
